"Fecha","Noroeste.dioxido.de.nitrogeno","Noreste.dioxido.de.nitrogeno","Centro.dioxido.de.nitrogeno","Suroeste.dioxido.de.nitrogeno","Sureste.dioxido.de.nitrogeno"
2005-01-01,25.3024193548387,20.5336021505376,29.9193548387097,24.9543010752688,28.1599462365591
2005-02-01,21.2142857142857,19.6428571428571,25.3556547619048,20.5848214285714,23.4151785714286
2005-03-01,18.5134408602151,17.380376344086,21.7916666666667,15.3991935483871,17.7258064516129
2005-04-01,23.7611111111111,20.4194444444444,25.9888888888889,19.225,23.3819444444444
2005-05-01,20.866935483871,19.2930107526882,25.7338709677419,18.8145161290323,24.5349462365591
2005-06-01,14.6541666666667,15.0097222222222,19.3041666666667,14.1041666666667,20.4125
2005-07-01,14.119623655914,12.7325268817204,18.0094086021505,12.6572580645161,19.2486559139785
2005-08-01,13.5967741935484,13.7486559139785,18.5698924731183,16.4166666666667,19.0201612903226
2005-09-01,14.1333333333333,13.3416666666667,18.6069444444444,16.3222222222222,19.3472222222222
2005-10-01,15.0215053763441,13.2889784946237,18.3588709677419,15.8655913978495,18.4233870967742
2005-11-01,21.2361111111111,15.9527777777778,23.1958333333333,18.9583333333333,23.2027777777778
2005-12-01,25.3064516129032,22.8158602150538,29.1129032258065,24.2594086021505,27.6061827956989
2006-01-01,25.7204301075269,21.8508064516129,26.4166666666667,22.8185483870968,27.8481182795699
2006-02-01,22.1145833333333,19.3154761904762,25.6458333333333,19.3958333333333,24.514880952381
2006-03-01,21.6155913978495,17.7715053763441,25.1491935483871,18.5241935483871,22.8911290322581
2006-04-01,19.2819444444444,17.5680555555556,22.3236111111111,17.125,22.1944444444444
2006-05-01,18.4569892473118,18.7540322580645,21.6760752688172,16.9045698924731,22.0779569892473
2006-06-01,13.9583333333333,12.2972222222222,17.5119887165021,14.4236111111111,19.9069444444444
2006-07-01,14.2069892473118,14.5819892473118,16.2768817204301,12.157469717362,17.8400537634409
2006-08-01,16.3911290322581,15.6532258064516,18.2594086021505,13.2795698924731,17.3655913978495
2006-09-01,15.3402777777778,13.4444444444444,16.0625,13.6930555555556,15.2861111111111
2006-10-01,15.6868279569892,14.6572580645161,16.2459677419355,15.3413978494624,16.1801075268817
2006-11-01,21.8361111111111,19.1236111111111,23.6347222222222,19.8125,22.55
2006-12-01,22.3118279569892,19.8494623655914,22.8508064516129,21.1666666666667,21.3924731182796
2007-01-01,20.9072580645161,15.3790322580645,19.6317204301075,16.7983870967742,18.1236559139785
2007-02-01,21.8125,19.4092261904762,22.4449404761905,17.3511904761905,19.5431547619048
2007-03-01,21.1666666666667,18.3360215053763,23.1884253028264,18.6102150537634,21.741935483871
2007-04-01,18.1944444444444,17.1791666666667,20.3430555555556,16.5847222222222,17.7166666666667
2007-05-01,17.2016129032258,19.3521505376344,20.8104838709677,15.4045698924731,19.8991935483871
2007-06-01,17.9,16.5618915159944,19.8055555555556,14.9166666666667,20.4263888888889
2007-07-01,15.8266129032258,13.4568733153639,17.2540322580645,13.6505376344086,18.1626344086022
2007-08-01,12.0120967741935,10.7701612903226,14.75,12.0913978494624,16.3454301075269
2007-09-01,12.5541666666667,11.1166666666667,15.4777777777778,12.9666666666667,16.9319444444444
2007-10-01,15.4583333333333,12.5195154777927,18.5282258064516,15.2096774193548,18.7405913978495
2007-11-01,18.4791666666667,16.1736111111111,21.7680555555556,18.6638888888889,22.5361111111111
2007-12-01,24.4018817204301,22.3130904183536,26.494623655914,23.7594086021505,26.6129032258065
2008-01-01,21.4596774193548,16.9098250336474,22.8548387096774,19.9529569892473,21.599730458221
2008-02-01,20.3922413793103,16.7471264367816,22.3663793103448,18.6465517241379,20.0389048991354
2008-03-01,17.4395161290323,16.0766129032258,19.8185483870968,14.2661290322581,17.3589743589744
2008-04-01,19.9527777777778,16.6008403361345,20.2100139082058,18.0555555555556,22.2475660639777
2008-05-01,17.4301075268817,15.4037685060565,18.635752688172,15.6129032258065,20.1895161290323
2008-06-01,14.5708333333333,10.9763888888889,15.7319444444444,13.6930555555556,18.3013888888889
2008-07-01,16.1827956989247,12.5752688172043,15.9986559139785,13.4287634408602,17.3991935483871
2008-08-01,17.0819892473118,14.2083333333333,17.8978494623656,13.7002688172043,17.8104838709677
2008-09-01,14.6527777777778,12.3347222222222,16.3236111111111,13.4305555555556,15.7458333333333
2008-10-01,14.8655913978495,12.880376344086,16.4744623655914,13.8655913978495,14.3903095558546
2008-11-01,20.9166666666667,18.5625,22.6555555555556,17.9041666666667,19.6611111111111
2008-12-01,28.4543010752688,23.1491935483871,27.8266129032258,23.0860215053763,23.9340511440108
2009-01-01,23.8158602150538,20.2311827956989,24.758064516129,20.2903225806452,23.8534946236559
2009-02-01,21.7708333333333,18.9985119047619,23.1681547619048,20.5520833333333,24.2098214285714
2009-03-01,18.4623655913978,16.883064516129,19.247311827957,16.7137096774194,20.3494623655914
2009-04-01,21.4680555555556,16.0222531293463,17.8027777777778,14.9833333333333,18.3347222222222
2009-05-01,17.741935483871,14.4811827956989,17.4354838709677,15.2822580645161,19.0887096774194
2009-06-01,15.6847222222222,12.0361613351878,16.6648122392211,14.2152777777778,18.8038942976356
2009-07-01,14.2674731182796,10.9610215053763,14.635752688172,12.5040322580645,17.377688172043
2009-08-01,13.3185483870968,9.6711590296496,14.1801075268817,12.2264150943396,15.4758064516129
2009-09-01,15.0638888888889,14.1490250696379,16.2861111111111,14.5027777777778,14.1638888888889
2009-10-01,15.8400537634409,13.1549865229111,16.1397849462366,15.0416666666667,14.0739247311828
2009-11-01,19.2972222222222,16.2319444444444,19.7763888888889,18.3375,16.4833333333333
2009-12-01,21.5282258064516,18.1626344086022,21.2956989247312,17.4287634408602,18.2634408602151
2010-01-01,20.0766129032258,18.0268817204301,20.3387096774194,16.250336473755,17.9663978494624
2010-02-01,18.983630952381,17.3651266766021,18.6130952380952,14.5654761904762,16.3928571428571
2010-03-01,19.866935483871,18.6908602150538,19.7997311827957,15.6463414634146,17.744623655914
2010-04-01,19.1055555555556,18.5180555555556,20.2430555555556,14.325,17.2013888888889
2010-05-01,18.508064516129,18.8575268817204,20.6465053763441,15.2874493927126,18.7647849462366
2010-06-01,14.625,13.9555555555556,15.5361111111111,11.1388888888889,16.3069444444444
2010-07-01,13.7836021505376,10.0094086021505,14.3333333333333,11.5289367429341,14.7163978494624
2010-08-01,12.1505376344086,9.9349593495935,13.7284946236559,9.97043010752688,14.7325268817204
2010-09-01,12.2277777777778,11.5222222222222,12.5597222222222,9.62916666666667,13.5027777777778
2010-10-01,16.9771505376344,18.5268817204301,18.5295698924731,14.2647849462366,19.0954301075269
2010-11-01,20.9097222222222,20.0888888888889,23.3402777777778,17.9916666666667,21.5347222222222
2010-12-01,23.3494623655914,22.6922043010753,26.6733870967742,20.3819163292847,26.2486559139785
2011-01-01,19.7755376344086,20.5228494623656,21.1948924731183,16.6397849462366,18.5846774193548
2011-02-01,18.6294642857143,19.4791666666667,18.5342261904762,14.8630952380952,13.6902255639098
2011-03-01,17.6411290322581,19.0322580645161,18.5766129032258,14.8763440860215,14.7393162393162
2011-04-01,16.9222222222222,16.6286509040334,17.9194444444444,13.6569444444444,12.0470957613815
2011-05-01,17.752688172043,16.0067294751009,17.0698924731183,13.85733512786,11.7035519125683
2011-06-01,13.0597222222222,11.4458333333333,13.2663877266388,10.7819444444444,9.97075208913649
2011-07-01,14.0846774193548,13.8360215053763,14.743935309973,12.4583333333333,12.9153225806452
2011-08-01,13.3440860215054,12.9610215053763,13.3817204301075,11.7258064516129,10.9717741935484
2011-09-01,15.0388888888889,14.4875,15.2805555555556,14.1666666666667,11.8402777777778
2011-10-01,17.2849462365591,16.4650537634409,17.3709677419355,15.619623655914,12.8158602150538
2011-11-01,21.5708333333333,20.1166666666667,20.9847222222222,19.2305555555556,15.0013888888889
2011-12-01,28.1693548387097,27.3440860215054,26.5309139784946,25.3373655913978,20.0712365591398
2012-01-01,22.5147849462366,21.4341397849462,21.6451612903226,19.5040322580645,14.1411290322581
2012-02-01,19.1709770114943,18.9367816091954,18.1010101010101,16.5215517241379,12.889367816092
2012-03-01,20.8279569892473,20.9233870967742,20.9018817204301,18.9959677419355,16.2983870967742
2012-04-01,18.6430555555556,19.4777777777778,19.6305555555556,16.7361111111111,15.6194444444444
2012-05-01,18.6559139784946,18.1370967741935,19.9475806451613,16.3212365591398,15.5268817204301
2012-06-01,16.7305555555556,16.0569444444444,17.2253129346314,14.7097222222222,13.725
2012-07-01,16.5215053763441,16.3534946236559,17.4879032258065,15.241935483871,14.3037634408602
2012-08-01,14.8911290322581,14.2338709677419,15.5470430107527,14.3427419354839,12.991935483871
2012-09-01,14.0236111111111,13.9736111111111,14.9180555555556,14.1222222222222,13.1222222222222
2012-10-01,14.8897849462366,15.7432795698925,16.7379032258065,16.1612903225806,15.4045698924731
2012-11-01,17.4069444444444,18.5888888888889,19.1888888888889,19.0847222222222,17.5722222222222
2012-12-01,25.1129032258065,25.1370967741935,24.6599462365591,22.1680107526882,19.5887096774194
2013-01-01,20.9005376344086,21.2137096774194,21.005376344086,19.1881720430108,17.6989247311828
2013-02-01,20.2425595238095,22.40625,20.9582712369598,17.2886904761905,16.5982142857143
2013-03-01,18.0161290322581,19.5470430107527,18.4932795698925,16.0537634408602,14.6424731182796
2013-04-01,19.7833333333333,21.2083333333333,19.8652777777778,16.8430555555556,14.4569444444444
2013-05-01,19.2217741935484,18.9986559139785,19.6209677419355,16.5067204301075,14.8561827956989
2013-06-01,15.1458333333333,14.6583333333333,16.2569444444444,14.6277777777778,13.6361111111111
2013-07-01,14.3508064516129,15.1801075268817,15.8185483870968,14.1317204301075,13.4354838709677
2013-08-01,13.5658602150538,12.9220430107527,14.7338709677419,13.0456989247312,13.0268817204301
2013-09-01,14.8888888888889,13.8972222222222,14.7875,13.7416666666667,13.0583333333333
2013-10-01,16.1545698924731,14.7258064516129,16.0987821380244,15.2459677419355,13.8508064516129
2013-11-01,18.0430555555556,16.8208333333333,18.9152777777778,16.8444444444444,16.1791666666667
2013-12-01,21.7728494623656,20.8682795698925,21.5739247311828,19.3481182795699,17.5712365591398
2014-01-01,22.7123655913978,20.8400537634409,21.4051144010767,20.760752688172,18.3306451612903
2014-02-01,22.7172619047619,21.1220238095238,22.3794642857143,21.1696428571429,18.5520833333333
2014-03-01,17.6384408602151,17.0416666666667,16.3091397849462,15.0013440860215,12.7930107526882
2014-04-01,18.6638888888889,17.3277777777778,18.6486111111111,16.3638888888889,14.8180555555556
2014-05-01,18.9744623655914,16.2123655913978,19.1253369272237,17.4274193548387,15.5376344086022
2014-06-01,14.5958333333333,13.5472222222222,14.4583333333333,13.3569444444444,12.2583333333333
2014-07-01,14.7405913978495,14.2298387096774,15.5604838709677,13.9220430107527,13.2889784946237
2014-08-01,14.4701086956522,13.7635869565217,13.7288828337875,13.0405953991881,11.9483695652174
2014-09-01,13.061797752809,11.9550561797753,12.4031117397454,12.0902777777778,11.3300561797753
2014-10-01,14.9227642276423,14.089552238806,15.0379918588874,13.6491935483871,13.3111413043478
2014-11-01,19.912676056338,17.1802816901408,19.4450704225352,17.0111111111111,14.9070422535211
2014-12-01,20.5461956521739,18.9619565217391,21.6005434782609,18.4220430107527,16.8736413043478
2015-01-01,19.5258152173913,17.8682065217391,19.7255434782609,17.3306451612903,16.2907608695652
2015-02-01,18.4367469879518,18.3795180722892,18.0240963855422,16.8675595238095,16.0240963855422
2015-03-01,17.2261580381471,15.4741144414169,15.1934604904632,13.3116531165312,12.2343324250681
2015-04-01,19.2320675105485,17.6090014064698,18.2897327707454,15.1462728551336,13.7834036568214
2015-05-01,18.1389645776567,18.2316076294278,18.6049046321526,14.9509536784741,14.4809264305177
2015-06-01,17.1053370786517,15.7415730337079,17.1811797752809,14.6516853932584,13.0716292134831
2015-07-01,16.7975543478261,16.7296195652174,16.9986394557823,14.3937329700272,13.9155313351499
2015-08-01,15.2401091405184,14.1596180081855,15.4211248285322,12.7855191256831,12.2431693989071
2015-09-01,15.5815602836879,15.0695035460993,16.6652482269504,14.3148936170213,11.2320916905444
2015-10-01,15.2971114167813,13.2200825309491,15.8211829436039,13.7524071526823,12.603305785124
2015-11-01,17.4510638297872,14.9475177304965,18.0354609929078,16.4340425531915,14.2599431818182
2015-12-01,22.6378600823045,19.9382716049383,23.0946502057613,20.0466392318244,17.8257887517147
2016-01-01,21.4650205761317,19.1152263374486,21.4581618655693,17.9094650205761,16.5294924554184
2016-02-01,22.0939794419971,19.5638766519824,22.7063142437592,19.8942731277533,18.4493392070485
2016-03-01,17.8683127572016,15.8998628257888,17.3731138545953,13.917695473251,12.6662087912088
2016-04-01,20.1078014184397,19.1673758865248,19.1191489361702,15.4397163120567,13.8496453900709
2016-05-01,19.3868312757202,17.8326474622771,20.2030178326475,17.0274348422497,15.758573388203
2016-06-01,16.7163120567376,15.8127659574468,17.0567375886525,13.7631205673759,13.2978723404255
2016-07-01,15.1454046639232,14.8696844993141,15.9547325102881,12.8120713305898,11.9080932784636
2016-08-01,14.2551440329218,14.4691358024691,15.8737997256516,13.0260631001372,12.1879286694102
2016-09-01,13.045390070922,11.6468085106383,14.1985815602837,12.0964539007092,11.7234042553191
2016-10-01,13.1867219917012,11.2157676348548,13.9529737206086,12.2351313969571,12.0055325034578
2016-11-01,16.5909090909091,15.5815602836879,17.7315340909091,15.7869318181818,15.6775568181818
2016-12-01,17.8019257221458,16.6162310866575,17.8968363136176,15.7950481430536,14.3686382393398
2017-01-01,23.4910836762689,22.0260631001372,23.6666666666667,20.0137174211248,18.2620027434842
2017-02-01,18.9862174578867,18.0275650842266,19.5267993874426,16.2679938744257,15.2021439509954
2017-03-01,17.1662087912088,16.5549450549451,17.9615384615385,14.8983516483516,11.6483516483516
2017-04-01,16.0726495726496,16.8603988603989,16.7022792022792,13.2094017094017,11.6954022988506
2017-05-01,17.5651577503429,17.4986263736264,17.4444444444444,14.8587105624143,12.9012345679012
2017-06-01,13.6262482168331,13.5477888730385,14.4493580599144,11.5592011412268,11.3808844507846
2017-07-01,15.5020632737276,15.4635488308116,16.0962861072902,13.222833562586,13.7386519944979
2017-08-01,14.6260273972603,12.5349794238683,13.4691358024691,11.5761316872428,11.3027397260274
2017-09-01,11.6923076923077,12.1809116809117,14.1664254703329,11.9415954415954,11.4871794871795
2017-10-01,13.3103448275862,10.8055172413793,14.7862068965517,11.8551724137931,11.9655172413793
2017-11-01,17.7823613086771,16.172119487909,19.1834992887624,16.7177304964539,15.8904694167852
2017-12-01,22.3250345781466,20.551867219917,24.3928077455048,19.8008298755187,18.7994467496542
2018-01-01,20.7909215955983,18.8143053645117,21.6905089408528,17.9339752407153,17.5034387895461
2018-02-01,18.0820668693009,15.6322188449848,18.063829787234,15.1489361702128,13.9437689969605
2018-03-01,17.0982019363762,15.850622406639,17.9585062240664,12.9834024896266,13.5089903181189
2018-04-01,16,16.7642857142857,17.8644793152639,12.8687589158345,13.564907275321
2018-05-01,14.8508287292818,14.4654696132597,16.3453038674033,12.8066298342541,12.8439226519337
2018-06-01,15.0457142857143,12.7,15.1957142857143,11.4628571428571,10.9015918958032
2018-07-01,13.7154696132597,13.4046961325967,14.9185082872928,10.9544198895028,12.2140883977901
2018-08-01,14.4309392265193,13.0138121546961,15.1626928471248,11.2965517241379,12.5165745856354
2018-09-01,14.9357142857143,13.5442857142857,15.5485714285714,11.8785714285714,13.0757142857143
2018-10-01,14.3080110497238,12.1339779005525,15.1919889502762,11.2361878453039,11.5345303867403
2018-11-01,19.9285714285714,16.7185714285714,19.3457142857143,14.8042857142857,13.5471428571429
2018-12-01,22.3831258644537,19.4426002766252,22.0691562932227,17.3886583679115,16.0705394190871
2019-01-01,18.319944598338,17.6398891966759,19.4916897506925,15.7590027700831,14.6094182825485
2019-02-01,16.8734756097561,16.3871951219512,16.9634146341463,13.1676829268293,12.7256097560976
2019-03-01,16.1701244813278,16.0802213001383,16.643153526971,12.417704011065,13.5560165975104
2019-04-01,16.7257142857143,15.0971428571429,16.27,11.7828571428571,11.0828571428571
2019-05-01,16.1583333333333,14.8416666666667,16.1347222222222,11.0819444444444,10.7277777777778
2019-06-01,12.4657142857143,12.0628571428571,13.34,9.83428571428571,10.7142857142857
2019-07-01,12.9930939226519,14.1022099447514,15.1104972375691,11.3577348066298,12.1616022099448
2019-08-01,12.6339779005525,12.5138121546961,13.8508287292818,12.9254143646409,11.2651933701657
2019-09-01,11.8642857142857,11.8342857142857,12.9842857142857,9.45857142857143,10.7114285714286
2019-10-01,13.2182320441989,11.9779005524862,13.3259668508287,10.1477900552486,10.6160220994475
2019-11-01,15.1528571428571,15.1614285714286,16.2842857142857,12.8828571428571,12.8414285714286
2019-12-01,19.9433701657459,18.9433701657459,20.310773480663,16.6187845303867,17.3701657458564
2020-01-01,17.7095435684647,17.3706777316736,16.9211618257261,13.344398340249,14.0926694329184
2020-02-01,16.8833087149188,16.5243722304284,16.7415066469719,12.165435745938,12.9113737075332
2020-03-01,15.118948824343,13.9778699861687,16.0414937759336,12,13.1811894882434
2020-04-01,12.262482168331,10.6861626248217,11.9215406562054,8.03423680456491,9.70898716119829
2020-05-01,12.2972222222222,10.2680555555556,11.8569444444444,7.85972222222222,9.19305555555556
2020-06-01,10.1314285714286,7.27857142857143,9.86714285714286,6.89714285714286,7.66857142857143
2020-07-01,11.448132780083,9.14502762430939,11.3582295988935,7.73858921161826,9.15491009681881
2020-08-01,10.8038674033149,9.25414364640884,10.9779005524862,7.49861878453039,9.7085635359116
2020-09-01,11.8157142857143,9.34571428571429,11.6614285714286,8.28142857142857,10.5614285714286
2020-10-01,14.8216735253772,11.3072702331962,14.4362139917695,9.86145404663923,12.271978021978
2020-11-01,16.641134751773,13.4737588652482,16.9502840909091,12.5191489361702,15.4
2020-12-01,17.9588477366255,15.5816186556927,18.0041152263374,12.4677640603567,13.8943758573388
